Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Expression Non-resistant	Expression Resistant	qValue Non-resistant vs Resistant
	2852271	2851543		-	recO	EcE24377A_2851	DNA repair protein RecO	0	0	1.0
	2853188	2852283		-	era	EcE24377A_2852	GTP-binding protein Era	0	0	1.0
	2853865	2853185		-	rnc	EcE24377A_2853	ribonuclease III	0	0	1.0
	2855111	2854137		-	lepB	EcE24377A_2854	signal peptidase I	0	0	1.0
	2856926	2855127		-	lepA	EcE24377A_2855	GTP-binding protein LepA	0	0	1.0
	2857603	2857124		-	rseC	EcE24377A_2856	SoxR reducing system protein RseC	0	0	1.0
	2858556	2857600		-	rseB	EcE24377A_2857	periplasmic negative regulator of sigmaE	0	0	1.0
	2859206	2858556		-	rseA	EcE24377A_2858	anti-RNA polymerase sigma factor SigE	0	0	1.0
	2859814	2859239		-	rpoE	EcE24377A_2859	RNA polymerase sigma factor RpoE	0	0	1.0
	2860134	2860027		-	-	EcE24377A_2860	hypothetical protein	0	0	1.0
	2860222	2861844		+	nadB	EcE24377A_2862	L-aspartate oxidase	0	61	1.0
2861347			2861248	-	-	predicted RNA	antisense: nadB	0	1000	1.0
	2862566	2861829		-	-	EcE24377A_2861	methyltransferase	0	0	1.0
	2862698	2864032		+	srmB	EcE24377A_2863	ATP-dependent RNA helicase SrmB	0	0	1.0
	2864946	2864065		-	-	EcE24377A_2864	LysR family transcriptional regulator	0	0	1.0
2864792			2864891	+	-	predicted RNA	antisense: EcE24377A_2864	0	1000	1.0
2865148			2865049	-	-	predicted RNA	antisense: EcE24377A_2865	0	1000	1.0
	2865049	2865636		+	-	EcE24377A_2865	neutral amino-acid efflux protein	0	0	1.0
2866074	2866074	2865691	2865691	-	grcA	EcE24377A_2866	autonomous glycyl radical cofactor GrcA	108	0	0.0
2865779			2865929	+	-	predicted RNA	antisense: grcA	551	0	0.0
2866379	2866379	2867068	2867068	+	ung	EcE24377A_2867	uracil-DNA glycosylase	0	144	1.0
2866752			2866653	-	-	predicted RNA	antisense: ung	0	1000	1.0
	2868153	2867116		-	-	EcE24377A_2868	methyltransferase	0	0	1.0
2868360	2868360	2868779	2868779	+	-	EcE24377A_2869	thioredoxin 2	694	0	1.0
2868686			2868537	-	-	predicted RNA	antisense: EcE24377A_2869	1942	0	1.0
	2868848	2869546		+	-	EcE24377A_2870	DTW domain-containing protein	0	0	1.0
	2869578	2872238		+	-	EcE24377A_2871	CoA-binding domain/acetyltransferase domain-containing protein	15	0	0.0
2872293			2872145	-	-	predicted RNA	antisense: EcE24377A_2871	277	0	0.0
	2872352	2873707		+	pssA	EcE24377A_2872	phosphatidylserine synthase	0	0	1.0
	2873753	2874076		+	-	EcE24377A_2874	hypothetical protein	0	0	1.0
	2875371	2874073		-	kgtP	EcE24377A_2873	alpha-ketoglutarate transporter	0	0	1.0
2875814			2875695	-	rrfB	EcE24377A_5053	5S ribosomal RNA	0	0	1.0
2878833			2875908	-	rrlB	EcE24377A_5054	23S ribosomal RNA	0	0	1.0
2879072			2878997	-	-	EcE24377A_5055	Glu tRNA	0	0	1.0
2880785			2879244	-	rrsB	EcE24377A_5056	16S ribosomal RNA	0	0	1.0
	2881051	2881185		+	-	EcE24377A_2877	hypothetical protein	0	0	1.0
	2883800	2881227		-	clpB	EcE24377A_2878	protein disaggregation chaperone	0	0	1.0
	2884661	2883930		-	-	EcE24377A_2879	hypothetical protein	0	0	1.0
	2885638	2884658		-	rluD	EcE24377A_2880	23S rRNA pseudouridine synthase D	0	0	1.0
	2885773	2886510		+	-	EcE24377A_2881	outer membrane protein assembly complex subunit YfiO	0	0	1.0
	2886781	2887122		+	-	EcE24377A_2882	translation inhibitor protein RaiA	0	0	1.0
	2887372	2888532		+	pheA	EcE24377A_2883	bifunctional chorismate mutase/prephenate dehydratase	0	0	1.0
	2889696	2888575		-	tyrA	EcE24377A_2884	bifunctional chorismate mutase/prephenate dehydrogenase	0	0	1.0
	2890777	2889707		-	aroF	EcE24377A_2885	phospho-2-dehydro-3-deoxyheptonate aldolase	0	0	1.0
	2890987	2891352		+	-	EcE24377A_2886	hypothetical protein	0	0	1.0
	2891502	2892020		+	-	EcE24377A_2887	hypothetical protein	0	0	1.0
	2892013	2893236	2893236	+	-	EcE24377A_2888	hypothetical protein	0	163	0.0
2892615			2892516	-	-	predicted RNA	antisense: EcE24377A_2888	0	1000	1.0
2892862			2892763	-	-	predicted RNA	antisense: EcE24377A_2888	0	1000	1.0
	2893252	2893734		+	-	EcE24377A_2889	outer membrane lipoprotein	0	0	1.0
	2894158	2893811	2893811	-	rplS	EcE24377A_2890	50S ribosomal protein L19	113	0	1.0
2893919			2894068	+	-	predicted RNA	antisense: rplS	277	0	0.0
2894967	2894967	2894200	2894200	-	trmD	EcE24377A_2891	tRNA (guanine-N(1)-)-methyltransferase	217	0	0.0
2894616			2894764	+	-	predicted RNA	antisense: trmD	1111	0	0.0
	2895546	2894998		-	rimM	EcE24377A_2892	16S rRNA-processing protein RimM	0	0	1.0
	2895813	2895565		-	rpsP	EcE24377A_2893	30S ribosomal protein S16	0	0	1.0
	2897423	2896062		-	ffh	EcE24377A_2894	signal recognition particle protein	0	0	1.0
	2897515	2898381		+	-	EcE24377A_2895	cytochrome C assembly protein	0	0	1.0
	2898426	2899688		+	-	EcE24377A_2896	hypothetical protein	0	0	1.0
	2899811	2900416		+	-	EcE24377A_2897	hypothetical protein	0	0	1.0
	2901041	2900451		-	grpE	EcE24377A_2898	heat shock protein GrpE	0	0	1.0
	2901164	2902042		+	ppnK	EcE24377A_2899	inorganic polyphosphate/ATP-NAD kinase	0	0	1.0
	2902128	2903789		+	recN	EcE24377A_2900	recombination and repair protein	0	0	1.0
2903888			2903937	+	-	predicted RNA	-	277	0	8.812316628870879E-220
	2903938	2904279	2904279	+	-	EcE24377A_2901	hypothetical protein	81	0	0.0
	2904631	2904341		-	-	EcE24377A_2902	hypothetical protein	0	0	1.0
	2905058	2904621		-	-	EcE24377A_2903	hypothetical protein	0	0	1.0
	2905229	2905711		+	smpB	EcE24377A_2904	SsrA-binding protein	0	0	1.0
2905926			2906288	+	ssrA	EcE24377A_5057	-	684	0	0.0
2906276			2906025	-	-	predicted RNA	antisense: ssrA	1322	0	1.0
	2906374	2907684		+	-	EcE24377A_2905	phage integrase	0	0	1.0
	2907967	2909523		+	-	EcE24377A_2906	resolvase site-specific recombinase	0	0	1.0
	2909513	2910409		+	-	EcE24377A_2907	ParB family protein	0	0	1.0
	2910406	2911302		+	-	EcE24377A_2908	repB plasmid partitioning protein	0	0	1.0
	2912713	2914260		+	-	EcE24377A_2909	N4/N6-methyltransferase	0	0	1.0
	2914257	2915378		+	-	EcE24377A_2910	type I restriction-modification system subunit S	0	0	1.0
	2915437	2918676		+	-	EcE24377A_2911	HsdR family type I site-specific deoxyribonuclease	0	0	1.0
	2919333	2920304		+	-	EcE24377A_2912	hypothetical protein	0	0	1.0
	2920734	2921720		+	-	EcE24377A_2913	hypothetical protein	0	0	1.0
	2922076	2922516		+	-	EcE24377A_2914	hypothetical protein	0	0	1.0
	2922532	2923476		+	-	EcE24377A_2916	hypothetical protein	0	0	1.0
	2923002	2922835		-	-	EcE24377A_2915	hypothetical protein	0	0	1.0
	2923654	2924058		+	-	EcE24377A_2917	hypothetical protein	0	0	1.0
	2924064	2925278		+	-	EcE24377A_2918	relaxase/mobilization nuclease domain-containing protein	0	0	1.0
	2925789	2926175		+	-	EcE24377A_2919	lipoprotein	0	0	1.0
	2926202	2926390		+	-	EcE24377A_2920	lipoprotein	0	0	1.0
	2926464	2927636		+	-	EcE24377A_2921	IS21 family transposase	0	0	1.0
	2927636	2928430		+	-	EcE24377A_2922	IS21 family transposition helper protein	0	0	1.0
	2929213	2928788		-	-	EcE24377A_2923	hypothetical protein	0	0	1.0
	2930208	2930771		+	-	EcE24377A_2924	hypothetical protein	0	0	1.0
	2932983	2932129		-	-	EcE24377A_2925	hypothetical protein	0	0	1.0
	2933741	2934733		+	-	EcE24377A_2927	hypothetical protein	0	0	1.0
	2934004	2933852		-	-	EcE24377A_2926	hypothetical protein	0	0	1.0
	2936009	2936974		+	-	EcE24377A_2928	hypothetical protein	0	0	1.0
	2937981	2937655		-	-	EcE24377A_2929	hypothetical protein	0	0	1.0
	2940350	2940739		+	-	EcE24377A_2931	IS66 family orf1	0	0	1.0
	2940736	2941083		+	-	EcE24377A_2932	IS66 family orf2	0	0	1.0
2946361			2946286	-	-	EcE24377A_5058	Met tRNA	0	0	1.0
	2946921	2948762		+	-	EcE24377A_2937	alpha amylase	0	0	1.0
	2948901	2949173		+	-	EcE24377A_2938	hypothetical protein	0	0	1.0
	2949509	2950486		+	-	EcE24377A_2939	hypothetical protein	0	0	1.0
	2950505	2951773		+	-	EcE24377A_2940	hydroxyglutarate oxidase	0	0	1.0
	2951796	2953244		+	gabD	EcE24377A_2941	succinate-semialdehyde dehydrogenase I	0	0	1.0
	2953258	2954538		+	gabT2	EcE24377A_2942	4-aminobutyrate aminotransferase	0	0	1.0
	2954776	2956176		+	gabP	EcE24377A_2943	gamma-aminobutyrate transporter	0	0	1.0
	2956197	2956859		+	csiR	EcE24377A_2944	DNA-binding transcriptional regulator CsiR	0	0	1.0
2957309	2957309	2956860	2956860	-	-	EcE24377A_2945	LysM domain/BON superfamily protein	0	222	1.0
2956901			2957000	+	-	predicted RNA	antisense: EcE24377A_2945	0	1000	1.0
	2957551	2957393		-	-	EcE24377A_2946	hypothetical protein	0	0	1.0
	2957734	2958033		+	-	EcE24377A_2947	ArsR family transcriptional regulator	0	0	1.0
	2958043	2958567		+	-	EcE24377A_2948	inner membrane protein	0	0	1.0
	2959018	2958614		-	stpA	EcE24377A_2949	DNA binding protein	0	0	1.0
	2959432	2959560		+	-	EcE24377A_2950	hypothetical protein	0	0	1.0
	2959686	2960135		+	-	EcE24377A_2951	hypothetical protein	0	0	1.0
	2960516	2960172		-	-	EcE24377A_2952	hypothetical protein	0	0	1.0
	2960668	2960997		+	-	EcE24377A_2953	hypothetical protein	0	0	1.0
	2961487	2961897		+	nrdI	EcE24377A_2955	ribonucleotide reductase stimulatory protein	0	0	1.0
	2961870	2964014		+	nrdE	EcE24377A_2956	ribonucleotide-diphosphate reductase subunit alpha	0	0	1.0
	2964024	2964983		+	nrdF	EcE24377A_2957	ribonucleotide-diphosphate reductase subunit beta	0	0	1.0
	2965338	2966540		+	proV	EcE24377A_2958	glycine betaine transporter ATP-binding subunit	0	0	1.0
	2966533	2967597		+	proW	EcE24377A_2959	glycine betaine transporter membrane protein	0	0	1.0
	2967655	2968647		+	proX	EcE24377A_2960	glycine betaine transporter periplasmic subunit	0	0	1.0
	2968746	2968651		-	-	EcE24377A_2961	hypothetical protein	0	0	1.0
	2968843	2968679		-	-	EcE24377A_2962	hypothetical protein	0	0	1.0
	2968857	2968747		-	-	EcE24377A_2963	hypothetical protein	0	0	1.0
	2968938	2970122		+	-	EcE24377A_2964	major facilitator family transporter	0	0	1.0
	2970246	2970983		+	-	EcE24377A_2965	branched chain amino acid ABC transporter	0	0	1.0
	2970973	2971308		+	-	EcE24377A_2966	hypothetical protein	0	0	1.0
	2971399	2971929		+	mprA	EcE24377A_2967	transcriptional repressor MprA	0	0	1.0
	2972056	2973228		+	emrA	EcE24377A_2968	multidrug resistance protein A	0	0	1.0
	2973245	2974783		+	emrB	EcE24377A_2969	multidrug resistance protein B	0	0	1.0
	2975362	2974847		-	luxS	EcE24377A_2970	S-ribosylhomocysteinase	0	0	1.0
	2977068	2975512		-	gshA	EcE24377A_2971	glutamate--cysteine ligase	0	0	1.0
	2977569	2977141		-	-	EcE24377A_2972	hypothetical protein	0	0	1.0
	2978132	2977566		-	-	EcE24377A_2973	fructose-1-phosphatase	0	0	1.0
2978489			2978413	-	-	EcE24377A_5059	Arg tRNA	0	0	1.0
2978629			2978553	-	-	EcE24377A_5060	Arg tRNA	0	0	1.0
2978769			2978693	-	-	EcE24377A_5061	Arg tRNA	0	0	1.0
2979043			2978967	-	-	EcE24377A_5062	Arg tRNA	0	0	1.0
2979139			2979047	-	-	EcE24377A_5063	Ser tRNA	0	0	1.0
	2979640	2979455	2979455	-	csrA	EcE24377A_2979	carbon storage regulator	140	0	0.0
2979747			2979641	-	-	predicted RNA	-	534	0	0.0
2976329			2976478	+	-	predicted RNA	antisense: gshA	277	0	0.0
2979468			2979620	+	-	predicted RNA	antisense: csrA	544	0	0.0
2979752			2980078	+	-	predicted RNA	antisense: alaS	1655	0	1.0
2982505	2982505	2979875	2979875	-	alaS	EcE24377A_2980	alanyl-tRNA synthetase	205	0	1.0
2982289			2982388	+	-	predicted RNA	antisense: alaS	0	1000	1.0
	2982455	2982592		+	-	EcE24377A_2981	hypothetical protein	0	0	1.0
	2983133	2982633		-	recX	EcE24377A_2982	recombination regulator RecX	0	0	1.0
	2984437	2983376		-	recA	EcE24377A_2983	recombinase A	0	94	1.0
2983778			2983875	+	-	predicted RNA	antisense: recA	0	1000	0.0
	2985014	2984517		-	-	EcE24377A_2984	competence damage-inducible protein A	0	0	1.0
2985087			2985186	+	-	predicted RNA	antisense: mltB	0	1000	1.0
	2986244	2985159		-	mltB	EcE24377A_2985	murein hydrolase B	0	90	0.0
	2986500	2987063		+	srlA	EcE24377A_2986	PTS system glucitol/sorbitol-specific transporter subunit IIC	0	0	1.0
	2987060	2988019		+	srlE	EcE24377A_2987	PTS system glucitol/sorbitol-specific transporter subunit IIB	0	0	1.0
	2988030	2988401		+	srlB	EcE24377A_2988	PTS system glucitol/sorbitol-specific transporter subunit IIA	0	0	1.0
	2988406	2989185		+	srlD	EcE24377A_2989	sorbitol-6-phosphate dehydrogenase	0	0	1.0
	2989290	2989649		+	gutM	EcE24377A_2990	DNA-binding transcriptional activator GutM	0	0	1.0
	2989716	2990489		+	srlR	EcE24377A_2991	DNA-binding transcriptional repressor SrlR	0	0	1.0
	2990482	2991447		+	gutQ	EcE24377A_2993	D-arabinose 5-phosphate isomerase	0	0	1.0
	2992958	2991444		-	norR	EcE24377A_2992	anaerobic nitric oxide reductase transcriptional regulator	0	0	1.0
2993046			2993144	+	-	predicted RNA	-	0	1000	1.0
	2993145	2994584		+	norV	EcE24377A_2994	anaerobic nitric oxide reductase flavorubredoxin	0	0	1.0
2993272			2993173	-	-	predicted RNA	antisense: norV	0	1000	1.0
	2994581	2995714		+	norW	EcE24377A_2995	nitric oxide reductase	0	0	1.0
	2998094	2995842		-	hypF	EcE24377A_2996	carbamoyltransferase HypF	0	0	1.0
2997449			2997548	+	-	predicted RNA	antisense: hypF	0	1000	1.0
	2998774	2998247		-	-	EcE24377A_2997	electron transport protein HydN	0	0	1.0
	2998919	2998752		-	-	EcE24377A_2998	hypothetical protein	0	0	1.0
	2999936	2998923		-	ascG	EcE24377A_2999	transcriptional regulator AscG	0	0	1.0
	3000193	3001650		+	ascF	EcE24377A_3000	PTS system cellobiose/arbutin/salicin-specific transporter subunit IIBC	0	0	1.0
	3001659	3003083		+	ascB	EcE24377A_3001	cryptic 6-phospho-beta-glucosidase	0	70	1.0
3002276			3002177	-	-	predicted RNA	antisense: ascB	0	1000	1.0
	3004231	3003251		-	-	EcE24377A_3002	IS621, transposase	0	0	1.0
	3004895	3004476		-	-	EcE24377A_3003	helix-turn-helix DNA-binding domain-containing protein	0	0	1.0
	3005721	3004966		-	-	EcE24377A_3004	hypothetical protein	0	0	1.0
	3006234	3005764		-	hycI	EcE24377A_3005	hydrogenase 3 maturation protease	0	0	1.0
	3006637	3006227		-	-	EcE24377A_3006	formate hydrogenlyase maturation protein	0	0	1.0
	3007401	3006634		-	hycG	EcE24377A_3007	formate hydrogenlyase subunit G	0	0	1.0
	3007943	3007401		-	hycF	EcE24377A_3008	formate hydrogenlyase complex iron-sulfur subunit	0	0	1.0
	3009662	3007953		-	hycE	EcE24377A_3009	formate hydrogenlyase subunit E	0	0	1.0
	3010603	3009680		-	hycD	EcE24377A_3010	formate hydrogenlyase subunit D	0	0	1.0
	3012432	3010606		-	hycC	EcE24377A_3011	formate hydrogenlyase subunit 3	0	0	1.0
	3013040	3012429		-	hycB	EcE24377A_3012	formate hydrogenlyase subunit B	0	0	1.0
	3013626	3013165		-	hycA	EcE24377A_3013	formate hydrogenlyase regulatory protein HycA	0	0	1.0
	3013838	3014188		+	hypA	EcE24377A_3014	hydrogenase nickel incorporation protein	0	0	1.0
	3014192	3015064		+	hypB	EcE24377A_3015	hydrogenase nickel incorporation protein HypB	0	0	1.0
	3015055	3015327		+	hypC	EcE24377A_3016	hydrogenase assembly chaperone	0	0	1.0
	3015327	3016448		+	hypD	EcE24377A_3017	hydrogenase expression/formation protein HypD	0	0	1.0
	3016445	3017455		+	hypE	EcE24377A_3018	hydrogenase expression/formation protein HypE	0	0	1.0
	3017529	3019607		+	fhlA	EcE24377A_3019	formate hydrogenlyase transcriptional activator	0	0	1.0
	3019997	3019644		-	-	EcE24377A_3020	hypothetical protein	0	0	1.0
3020165			3020067	-	-	predicted RNA	-	0	1000	1.0
3019761			3019859	+	-	predicted RNA	antisense: EcE24377A_3020	0	1000	1.0
	3022696	3020717		-	-	EcE24377A_3021	hypothetical protein	0	0	1.0
	3023045	3023803		+	-	EcE24377A_3022	hypothetical protein	0	0	1.0
	3024015	3025631		+	-	EcE24377A_3023	hypothetical protein	0	0	1.0
	3026474	3026773		+	-	EcE24377A_3024	IS3, transposase orfA	0	0	1.0
	3026770	3027636		+	-	EcE24377A_3025	IS3, transposase orfB	0	0	1.0
	3030093	3028075		-	-	EcE24377A_3026	hypothetical protein	0	0	1.0
	3032808	3031348		-	-	EcE24377A_3028	phage integrase	0	0	1.0
	3032953	3035535		+	mutS	EcE24377A_3030	DNA mismatch repair protein MutS	0	0	1.0
	3035641	3036297		+	pphB	EcE24377A_3031	serine/threonine-specific protein phosphatase 2	0	0	1.0
	3037115	3036348		-	-	EcE24377A_3032	DeoR family transcriptional regulator	0	0	1.0
	3037311	3038219		+	-	EcE24377A_3033	6-phosphogluconate dehydrogenase	0	0	1.0
	3038216	3039478		+	-	EcE24377A_3034	hypothetical protein	0	0	1.0
	3039475	3040113		+	-	EcE24377A_3035	aldolase	0	0	1.0
	3040118	3040894		+	-	EcE24377A_3036	hypothetical protein	0	0	1.0
	3040983	3042347		+	-	EcE24377A_3037	inner membrane permease YgbN	0	0	1.0
	3042623	3042387		-	kpdD	EcE24377A_3038	4-hydroxybenzoate decarboxylase subunit D	0	0	1.0
	3044061	3042634		-	kpdC	EcE24377A_3039	4-hydroxybenzoate decarboxylase subunit C	0	0	1.0
	3044654	3044061		-	kpdB	EcE24377A_3040	4-hydroxybenzoate decarboxylase subunit B	0	0	1.0
	3044801	3045208		+	-	EcE24377A_3041	MarR family transcriptional regulator	0	0	1.0
	3046321	3045329		-	rpoS	EcE24377A_3042	RNA polymerase sigma factor RpoS	0	0	1.0
3047523	3047523	3046384	3046384	-	nlpD	EcE24377A_3043	lipoprotein NlpD	292	0	1.0
3047642			3047543	-	-	predicted RNA	-	0	1000	1.0
	3048289	3047663		-	pcm	EcE24377A_3044	protein-L-isoaspartate O-methyltransferase	0	0	1.0
	3049044	3048283		-	surE	EcE24377A_3045	stationary phase survival protein SurE	0	0	1.0
	3050074	3049025		-	truD	EcE24377A_3046	tRNA pseudouridine synthase D	0	0	1.0
	3050550	3050071		-	ispF	EcE24377A_3047	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	3067	0	0.0
3051260	3051260	3050550		-	ispD	EcE24377A_3048	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	221	0	0.0
	3051590	3051279		-	ftsB	EcE24377A_3049	cell division protein FtsB	0	0	1.0
	3052107	3051784	3051784	-	-	EcE24377A_3050	hypothetical protein	75	0	0.0
3052156			3052108	-	-	predicted RNA	-	555	0	0.0
3046327			3046525	+	-	predicted RNA	antisense: nlpD	1673	0	1.0
3050096			3050523	+	-	predicted RNA	antisense: ispF	4956	0	1.0
	3052762	3052157	3052157	-	cysC	EcE24377A_3051	adenylylsulfate kinase	52	0	0.0
	3054189	3052762		-	cysN	EcE24377A_3052	sulfate adenylyltransferase subunit 1	0	0	1.0
3054108			3054257	+	-	predicted RNA	antisense: cysD cysN	277	0	0.0
	3055099	3054191		-	cysD	EcE24377A_3053	sulfate adenylyltransferase subunit 2	0	0	1.0
	3055351	3056388		+	iap	EcE24377A_3054	alkaline phosphatase	0	0	1.0
	3058541	3057621		-	cas1	EcE24377A_3057	CRISPR-associated Cas1 family protein	0	0	1.0
	3059188	3058538		-	cse3	EcE24377A_3058	CRISPR-associated Cse3 family protein	0	0	1.0
	3059916	3059170		-	cas5e	EcE24377A_3059	CRISPR-associated Cas5 family protein	0	0	1.0
	3060982	3059927		-	cse4	EcE24377A_3060	CRISPR-associated Cse4 family protein	0	0	1.0
	3061530	3060994		-	cse2	EcE24377A_3061	CRISPR-associated Cse2 family protein	0	0	1.0
	3063089	3061527		-	cse1	EcE24377A_3062	CRISPR-associated Cse1 family protein	0	0	1.0
	3065844	3063187		-	cas3	EcE24377A_3063	CRISPR-associated helicase Cas3	0	0	1.0
3067231	3067231	3066497	3066497	-	cysH	EcE24377A_3064	phosphoadenosine phosphosulfate reductase	113	0	0.0
	3069017	3067305		-	cysI	EcE24377A_3065	sulfite reductase subunit beta	0	0	1.0
	3070816	3069017		-	cysJ	EcE24377A_3066	sulfite reductase subunit alpha	0	0	1.0
	3071132	3071497		+	queD	EcE24377A_3067	queuosine biosynthesis protein QueD	0	0	1.0
	3071575	3072846		+	-	EcE24377A_3068	pyridine nucleotide-disulfide oxidoreductase	0	0	1.0
	3072837	3073097		+	-	EcE24377A_3069	ferredoxin	0	0	1.0
	3073114	3073689		+	-	EcE24377A_3070	glycerol-3-phosphate responsive antiterminator (mRNA-binding), glpp	0	0	1.0
	3074697	3073837		-	-	EcE24377A_3071	electron transfer flavoprotein	0	0	1.0
	3075473	3074694		-	-	EcE24377A_3072	electron transfer flavoprotein	0	0	1.0
	3076788	3075451		-	-	EcE24377A_3073	major facilitator family transporter	0	0	1.0
	3078336	3076882		-	-	EcE24377A_3074	FAD binding domain-containing protein	0	0	1.0
	3079191	3078406		-	-	EcE24377A_3075	short chain dehydrogenase/reductase oxidoreductase	0	0	1.0
	3079510	3080787		+	-	EcE24377A_3076	major facilitator family transporter	0	78	1.0
3080770			3080671	-	-	predicted RNA	antisense: EcE24377A_3076	0	1000	1.0
	3080814	3082292		+	-	EcE24377A_3077	carbohydrate kinase, FGGY family protein	0	67	1.0
3082348			3082249	-	-	predicted RNA	antisense: EcE24377A_3077	0	1000	1.0
3085495	3085495	3084824	3084824	-	-	EcE24377A_3080	hypothetical protein	60	0	0.0
	3085634	3085774		+	-	EcE24377A_3081	hypothetical protein	0	0	1.0
	3085788	3086660		+	-	EcE24377A_3082	hypothetical protein	0	0	1.0
	3088018	3086720		-	eno	EcE24377A_3083	phosphopyruvate hydratase	0	0	1.0
	3089743	3088106		-	pyrG	EcE24377A_3084	CTP synthetase	0	0	1.0
	3090762	3089971		-	mazG	EcE24377A_3085	nucleoside triphosphate pyrophosphohydrolase	0	0	1.0
	3091168	3090833		-	chpA	EcE24377A_3086	toxin ChpA	0	0	1.0
	3091416	3091168		-	chpR	EcE24377A_3087	antitoxin MazE	0	0	1.0
	3093728	3091494		-	relA	EcE24377A_3088	GDP/GTP pyrophosphokinase	0	0	1.0
	3095077	3093776		-	rumA	EcE24377A_3089	23S rRNA 5-methyluridine methyltransferase	0	0	1.0
	3095134	3097890		+	barA	EcE24377A_3090	hybrid sensory histidine kinase BarA	0	0	1.0
	3099462	3098122		-	-	EcE24377A_3091	glucarate dehydratase	0	0	1.0
	3100823	3099483		-	-	EcE24377A_3092	glucarate dehydratase	0	0	1.0
	3102177	3100825		-	gudP	EcE24377A_3093	glucarate permease	0	0	1.0
	3103061	3102612		-	-	EcE24377A_3094	flavodoxin	0	0	1.0
	3103861	3103079		-	truC	EcE24377A_3095	tRNA pseudouridine synthase C	0	0	1.0
	3104190	3103861		-	-	EcE24377A_3096	hypothetical protein	0	0	1.0
3104415			3104564	+	-	predicted RNA	-	277	0	0.0
	3105357	3104812		-	-	EcE24377A_3097	SecY interacting protein Syd	0	0	1.0
	3105425	3106273		+	queF	EcE24377A_3099	7-cyano-7-deazaguanine reductase	0	0	1.0
	3106304	3106212		-	-	EcE24377A_3098	hypothetical protein	0	0	1.0
3106385	3106385	3107749	3107749	+	-	EcE24377A_3100	hypothetical protein	30	0	0.0
	3108306	3109595		+	-	EcE24377A_3101	serine transporter family protein	0	0	1.0
	3109653	3111020		+	sdaB	EcE24377A_3102	L-serine dehydratase 2	0	0	1.0
	3111042	3111887		+	xni	EcE24377A_3103	exonuclease IX	0	0	1.0
	3113090	3111942		-	fucO	EcE24377A_3104	L-1,2-propanediol oxidoreductase	0	0	1.0
	3113765	3113118		-	fucA	EcE24377A_3105	L-fuculose phosphate aldolase	0	0	1.0
	3114312	3115628		+	fucP	EcE24377A_3106	L-fucose transporter	0	0	1.0
	3115661	3117436		+	fucI	EcE24377A_3107	L-fucose isomerase	0	0	1.0
	3117545	3118963		+	fucK	EcE24377A_3108	L-fuculokinase	0	0	1.0
